"family","scope","repeat_id","outer_fold","config_id","alpha","lambda_fraction","mean_metric","sd_metric","se_metric","n_valid","n_converged","failure_reasons","n_failed","one_se_threshold","eligible_one_se","selected_one_se"
"continuous","outer",1,5,15,1,0.01,4.42105325077576,0.333805332070539,0.149282282752323,5,5,"none",0,4.3262760312126,FALSE,FALSE
"continuous","outer",1,5,16,0,0.001,4.23401962696913,0.202219087459595,0.090435125181526,5,5,"none",0,4.3262760312126,TRUE,FALSE
"continuous","outer",1,5,17,0.25,0.001,4.22710041338241,0.203706134012855,0.0911001526172852,5,5,"none",0,4.3262760312126,TRUE,FALSE
"continuous","outer",1,5,18,0.5,0.001,4.22414373401789,0.205398881988435,0.0918571725257194,5,5,"none",0,4.3262760312126,TRUE,FALSE
"continuous","outer",1,5,19,0.75,0.001,,,,3,3,"kkt_not_met",2,4.3262760312126,FALSE,FALSE
"continuous","outer",1,5,20,1,0.001,,,,4,4,"kkt_not_met",1,4.3262760312126,FALSE,FALSE
"logistic","outer",1,5,1,0,1,0.648680349445652,0.00849966557804805,0.0038011660037061,5,5,"none",0,0.519904679549637,FALSE,FALSE
"logistic","outer",1,5,2,0.25,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,"none",0,0.519904679549637,FALSE,FALSE
"logistic","outer",1,5,3,0.5,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,"none",0,0.519904679549637,FALSE,FALSE
"logistic","outer",1,5,4,0.75,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,"none",0,0.519904679549637,FALSE,FALSE
"logistic","outer",1,5,5,1,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,"none",0,0.519904679549637,FALSE,FALSE
