"scenario","model","term","primary_estimate","sensitivity_estimate","difference","absolute_difference","absolute_relative_change","sign_changed"
"influential_union","linear","correcao_colete",-0.123927873842495,-0.131240947328071,-0.00731307348557669,0.00731307348557669,0.0590107234057061,FALSE
"influential_union","linear","sexomasculino",-0.612243441955467,0.335101186570574,0.947344628526041,0.947344628526041,1.54733323970001,TRUE
"influential_union","linear","lenke2",0.245509641487174,-0.0573245062763639,-0.302834147763537,0.302834147763537,1.23349187400186,TRUE
"influential_union","linear","lenke3",3.74935615317449,4.9981601809666,1.24880402779211,1.24880402779211,0.333071593301366,FALSE
"influential_union","linear","lenke4",4.18611908574738,5.32891342226261,1.14279433651523,1.14279433651523,0.272996136303464,FALSE
"influential_union","linear","lenke5",1.13048428564448,0.80048338344857,-0.330000902195905,0.330000902195905,0.291911091897907,FALSE
"influential_union","linear","lenke6",2.31443434759802,2.82693890020645,0.512504552608422,0.512504552608422,0.221438362743066,FALSE
"influential_union","linear","risser1",-2.56891366122573,-3.74635845921199,-1.17744479798627,1.17744479798627,0.45834346858682,FALSE
"influential_union","linear","risser2",-1.99342886344444,-1.95019467998451,0.0432341834599295,0.0432341834599295,0.0216883502856607,FALSE
"influential_union","linear","risser3",-1.26711049716004,-1.42617023989856,-0.159059742738518,0.159059742738518,0.125529496515905,FALSE
"influential_union","linear","risser4",-0.913373954489576,-1.49629491359564,-0.582920959106064,0.582920959106064,0.638206242077287,FALSE
"influential_union","linear","flexibilidaderigido",0.827868480037586,1.19398591249907,0.366117432461489,0.366117432461489,0.4422410579575,FALSE
"influential_union","linear","escoliometro_maior_10_graustoracica",-0.0525009055703781,-0.754320381246125,-0.701819475675746,0.701819475675746,13.3677594329292,FALSE
"influential_union","linear","escoliometro_maior_10_grauslombar",-0.381654502303094,-0.237114638301335,0.14453986400176,0.14453986400176,0.378719137674347,FALSE
"influential_union","linear","escoliometro_maior_10_graustoracica_lombar",2.69904565124078,1.01261739988528,-1.6864282513555,1.6864282513555,0.624823907880267,FALSE
"influential_union","logistic","(Intercept)",-3.23003250529996,-2.36009627563534,0.869936229664614,0.869936229664614,0.269327391670886,FALSE
"influential_union","logistic","idade",-0.0816966921855274,-0.268302076184747,-0.186605383999219,0.186605383999219,2.284124105973,FALSE
"influential_union","logistic","imc",0.0558978852735618,0.0838190870970922,0.0279212018235304,0.0279212018235304,0.499503723385692,FALSE
"influential_union","logistic","cifose_toracica",0.0207899780986713,0.0582385859575079,0.0374486078588366,0.0374486078588366,1.80128173685907,FALSE
"influential_union","logistic","lordose_lombar",-0.00984075907997545,-0.068330083273099,-0.0584893241931235,0.0584893241931235,5.94357851033474,FALSE
"influential_union","logistic","correcao_colete",0.0956014397061875,0.253199094141279,0.157597654435091,0.157597654435091,1.64848620396761,FALSE
"influential_union","logistic","sexomasculino",1.09622819163554,1.38260531719989,0.28637712556435,0.28637712556435,0.261238606842507,FALSE
"influential_union","logistic","lenke2",-0.902623677854922,-6.76810996095122,-5.8654862830963,5.8654862830963,6.49826325965166,FALSE
"influential_union","logistic","lenke3",-1.80828073701834,-7.22040112078612,-5.41212038376778,5.41212038376778,2.99296468351024,FALSE
"influential_union","logistic","lenke4",-2.0469481218535,-7.70859741463828,-5.66164929278478,5.66164929278478,2.76589779308046,FALSE
"influential_union","logistic","lenke5",-0.986303986811524,-3.49732982252739,-2.51102583571587,2.51102583571587,2.54589443953623,FALSE
"influential_union","logistic","lenke6",-1.59458414211578,-6.36822481113386,-4.77364066901808,4.77364066901808,2.99365868688758,FALSE
"influential_union","logistic","risser1",1.83345246640352,6.06532351443834,4.23187104803482,4.23187104803482,2.30814331191034,FALSE
"influential_union","logistic","risser2",0.902247707835656,2.62489482475805,1.7226471169224,1.7226471169224,1.90928400478262,FALSE
"influential_union","logistic","risser3",0.187033479963831,1.17248346668418,0.985449986720347,0.985449986720347,5.26884270618776,FALSE
"influential_union","logistic","risser4",0.693525909402579,2.96906085273653,2.27553494333395,2.27553494333395,3.28111021157689,FALSE
"influential_union","logistic","flexibilidaderigido",-0.436800700285599,-1.95481389205108,-1.51801319176548,1.51801319176548,3.47529935454074,FALSE
"influential_union","logistic","escoliometro_maior_10_graustoracica",-0.00270657026616162,-0.22975248995906,-0.227045919692899,0.227045919692899,83.886948191036,FALSE
"influential_union","logistic","escoliometro_maior_10_grauslombar",0.0183122863215969,-0.313856215051023,-0.33216850137262,0.33216850137262,18.1391059280714,TRUE
"influential_union","logistic","escoliometro_maior_10_graustoracica_lombar",-1.17273253385019,-3.08927676582901,-1.91654423197882,1.91654423197882,1.63425519175001,FALSE
"hypercorrection","linear","(Intercept)",0.154000887786247,0.275953851970494,0.121952964184247,0.121952964184247,0.791897799664102,FALSE
"hypercorrection","linear","idade",0.065197340596463,0.0677461118271479,0.00254877123068492,0.00254877123068492,0.0390931778408028,FALSE
"hypercorrection","linear","imc",0.00609014530726535,0.0032996824907522,-0.00279046281651315,0.00279046281651315,0.45819314248286,FALSE
"hypercorrection","linear","cifose_toracica",-0.0351216354125182,-0.0349096739566464,0.000211961455871795,0.000211961455871795,0.00603506793981032,FALSE
"hypercorrection","linear","lordose_lombar",-0.0115428342899372,-0.00979434094524272,0.00174849334469443,0.00174849334469443,0.15147868372491,FALSE
"hypercorrection","linear","correcao_colete",-0.123927873842495,-0.127076539036207,-0.00314866519371262,0.00314866519371262,0.025407239679706,FALSE
"hypercorrection","linear","sexomasculino",-0.612243441955467,-0.729462567476798,-0.117219125521331,0.117219125521331,0.191458360332845,FALSE
"hypercorrection","linear","lenke2",0.245509641487174,0.293244731120919,0.0477350896337454,0.0477350896337454,0.194432647714323,FALSE
