"tree_id","repeat_id","outer_fold","fit_origin","leaf_node","depth","node_n","predicted_class","event_n","event_probability","rule"
1,1,1,"outer_training_saved_hyperparameters",4,2,57,"nao_melhora",2,0.0350877192982456,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
1,1,1,"outer_training_saved_hyperparameters",20,4,95,"nao_melhora",16,0.168421052631579,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc >= 16.895097252840038"
1,1,1,"outer_training_saved_hyperparameters",42,5,26,"nao_melhora",11,0.423076923076923,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc < 16.895097252840038 & lordose_lombar < 71.5"
1,1,1,"outer_training_saved_hyperparameters",43,5,6,"melhora",6,1,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc < 16.895097252840038 & lordose_lombar >= 71.5"
1,1,1,"outer_training_saved_hyperparameters",44,5,41,"nao_melhora",8,0.195121951219512,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar >= 61.5 & imc < 24.198128373250128"
1,1,1,"outer_training_saved_hyperparameters",45,5,6,"melhora",5,0.833333333333333,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar >= 61.5 & imc >= 24.198128373250128"
1,1,1,"outer_training_saved_hyperparameters",46,5,18,"nao_melhora",3,0.166666666666667,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar < 61.5 & lordose_lombar < 40.5"
1,1,1,"outer_training_saved_hyperparameters",47,5,85,"melhora",53,0.623529411764706,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar < 61.5 & lordose_lombar >= 40.5"
1,1,1,"outer_training_saved_hyperparameters",24,4,15,"nao_melhora",2,0.133333333333333,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade < 12.5 & escoliometro_maior_10_graus in {normal | toracica | toracica_lombar}"
1,1,1,"outer_training_saved_hyperparameters",25,4,3,"melhora",3,1,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade < 12.5 & escoliometro_maior_10_graus in {lombar}"
1,1,1,"outer_training_saved_hyperparameters",26,4,3,"nao_melhora",0,0,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade >= 12.5 & cifose_toracica >= 43"
1,1,1,"outer_training_saved_hyperparameters",27,4,38,"melhora",31,0.81578947368421,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade >= 12.5 & cifose_toracica < 43"
1,1,1,"outer_training_saved_hyperparameters",56,5,5,"nao_melhora",0,0,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953 & lordose_lombar >= 67.5 & lenke in {6} & imc >= 18.210710705355623"
1,1,1,"outer_training_saved_hyperparameters",57,5,7,"melhora",5,0.714285714285714,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953 & lordose_lombar >= 67.5 & lenke in {6} & imc < 18.210710705355623"
1,1,1,"outer_training_saved_hyperparameters",29,4,13,"melhora",13,1,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953 & lordose_lombar >= 67.5 & lenke in {2 | 4 | 5}"
1,1,1,"outer_training_saved_hyperparameters",15,3,135,"melhora",127,0.940740740740741,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953 & lordose_lombar < 67.5"
2,1,2,"outer_training_saved_hyperparameters",4,2,60,"nao_melhora",2,0.0333333333333333,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
2,1,2,"outer_training_saved_hyperparameters",40,5,174,"nao_melhora",39,0.224137931034483,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6} & sexo in {feminino}"
2,1,2,"outer_training_saved_hyperparameters",41,5,25,"melhora",16,0.64,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6} & sexo in {masculino}"
2,1,2,"outer_training_saved_hyperparameters",21,4,39,"melhora",22,0.564102564102564,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
2,1,2,"outer_training_saved_hyperparameters",11,3,37,"melhora",23,0.621621621621622,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
2,1,2,"outer_training_saved_hyperparameters",24,4,14,"nao_melhora",4,0.285714285714286,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & cifose_toracica < 21.5 & imc < 16.592965231855246"
2,1,2,"outer_training_saved_hyperparameters",25,4,40,"melhora",29,0.725,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & cifose_toracica < 21.5 & imc >= 16.592965231855246"
2,1,2,"outer_training_saved_hyperparameters",13,3,63,"melhora",52,0.825396825396825,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & cifose_toracica >= 21.5"
2,1,2,"outer_training_saved_hyperparameters",7,2,101,"melhora",98,0.97029702970297,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
3,1,3,"outer_training_saved_hyperparameters",4,2,61,"nao_melhora",2,0.0327868852459016,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
3,1,3,"outer_training_saved_hyperparameters",10,3,236,"nao_melhora",77,0.326271186440678,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
3,1,3,"outer_training_saved_hyperparameters",11,3,39,"melhora",26,0.666666666666667,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
3,1,3,"outer_training_saved_hyperparameters",12,3,8,"nao_melhora",2,0.25,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {toracica_lombar}"
3,1,3,"outer_training_saved_hyperparameters",13,3,108,"melhora",81,0.75,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar}"
3,1,3,"outer_training_saved_hyperparameters",7,2,101,"melhora",97,0.96039603960396,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
4,1,4,"outer_training_saved_hyperparameters",4,2,55,"nao_melhora",2,0.0363636363636364,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
4,1,4,"outer_training_saved_hyperparameters",20,4,197,"nao_melhora",53,0.269035532994924,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6}"
4,1,4,"outer_training_saved_hyperparameters",21,4,40,"melhora",22,0.55,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
4,1,4,"outer_training_saved_hyperparameters",11,3,42,"melhora",27,0.642857142857143,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
4,1,4,"outer_training_saved_hyperparameters",12,3,22,"nao_melhora",7,0.318181818181818,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & risser in {0 | 3}"
4,1,4,"outer_training_saved_hyperparameters",13,3,34,"melhora",27,0.794117647058824,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & risser in {1 | 2 | 4}"
4,1,4,"outer_training_saved_hyperparameters",7,2,163,"melhora",147,0.901840490797546,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953"
5,1,5,"outer_training_saved_hyperparameters",4,2,61,"nao_melhora",1,0.0163934426229508,"correcao_colete < 54.858934169278953 & correcao_colete < 29.448961156278202"
5,1,5,"outer_training_saved_hyperparameters",10,3,284,"nao_melhora",107,0.376760563380282,"correcao_colete < 54.858934169278953 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
5,1,5,"outer_training_saved_hyperparameters",11,3,48,"melhora",34,0.708333333333333,"correcao_colete < 54.858934169278953 & correcao_colete >= 29.448961156278202 & risser in {1}"
5,1,5,"outer_training_saved_hyperparameters",3,1,160,"melhora",143,0.89375,"correcao_colete >= 54.858934169278953"
6,1,6,"outer_training_saved_hyperparameters",2,1,332,"nao_melhora",103,0.310240963855422,"correcao_colete < 49.418604651162795"
6,1,6,"outer_training_saved_hyperparameters",12,3,22,"nao_melhora",7,0.318181818181818,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & risser in {0 | 3}"
6,1,6,"outer_training_saved_hyperparameters",13,3,37,"melhora",29,0.783783783783784,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & risser in {1 | 2 | 4}"
6,1,6,"outer_training_saved_hyperparameters",7,2,162,"melhora",146,0.901234567901235,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953"
7,1,7,"outer_training_saved_hyperparameters",4,2,56,"nao_melhora",2,0.0357142857142857,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
7,1,7,"outer_training_saved_hyperparameters",10,3,243,"nao_melhora",79,0.325102880658436,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
7,1,7,"outer_training_saved_hyperparameters",11,3,40,"melhora",25,0.625,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
7,1,7,"outer_training_saved_hyperparameters",3,1,214,"melhora",179,0.836448598130841,"correcao_colete >= 49.418604651162795"
8,1,8,"outer_training_saved_hyperparameters",4,2,60,"nao_melhora",1,0.0166666666666667,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
8,1,8,"outer_training_saved_hyperparameters",10,3,234,"nao_melhora",76,0.324786324786325,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
8,1,8,"outer_training_saved_hyperparameters",11,3,37,"melhora",25,0.675675675675676,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
8,1,8,"outer_training_saved_hyperparameters",12,3,4,"nao_melhora",0,0,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & cifose_toracica >= 52"
8,1,8,"outer_training_saved_hyperparameters",13,3,115,"melhora",84,0.730434782608696,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & cifose_toracica < 52"
8,1,8,"outer_training_saved_hyperparameters",7,2,104,"melhora",100,0.961538461538462,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.850311850311847"
9,1,9,"outer_training_saved_hyperparameters",4,2,60,"nao_melhora",2,0.0333333333333333,"correcao_colete < 45.346320346320354 & correcao_colete < 29.864864864864849"
9,1,9,"outer_training_saved_hyperparameters",10,3,190,"nao_melhora",53,0.278947368421053,"correcao_colete < 45.346320346320354 & correcao_colete >= 29.864864864864849 & lenke in {2 | 3 | 4 | 6}"
9,1,9,"outer_training_saved_hyperparameters",11,3,29,"melhora",18,0.620689655172414,"correcao_colete < 45.346320346320354 & correcao_colete >= 29.864864864864849 & lenke in {1 | 5}"
9,1,9,"outer_training_saved_hyperparameters",12,3,39,"nao_melhora",16,0.41025641025641,"correcao_colete >= 45.346320346320354 & correcao_colete < 61.721611721611694 & lenke in {3 | 4}"
9,1,9,"outer_training_saved_hyperparameters",13,3,133,"melhora",96,0.721804511278195,"correcao_colete >= 45.346320346320354 & correcao_colete < 61.721611721611694 & lenke in {1 | 2 | 5 | 6}"
9,1,9,"outer_training_saved_hyperparameters",7,2,104,"melhora",101,0.971153846153846,"correcao_colete >= 45.346320346320354 & correcao_colete >= 61.721611721611694"
10,1,10,"outer_training_saved_hyperparameters",2,1,334,"nao_melhora",105,0.31437125748503,"correcao_colete < 49.418604651162795"
10,1,10,"outer_training_saved_hyperparameters",12,3,20,"nao_melhora",7,0.35,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc < 15.839396224158602"
10,1,10,"outer_training_saved_hyperparameters",13,3,98,"melhora",75,0.76530612244898,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc >= 15.839396224158602"
10,1,10,"outer_training_saved_hyperparameters",7,2,103,"melhora",99,0.961165048543689,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
11,2,1,"outer_training_saved_hyperparameters",4,2,274,"nao_melhora",74,0.27007299270073,"correcao_colete < 54.858934169278953 & correcao_colete < 45.346320346320354"
11,2,1,"outer_training_saved_hyperparameters",10,3,26,"nao_melhora",4,0.153846153846154,"correcao_colete < 54.858934169278953 & correcao_colete >= 45.346320346320354 & risser in {0}"
11,2,1,"outer_training_saved_hyperparameters",22,4,37,"nao_melhora",17,0.45945945945946,"correcao_colete < 54.858934169278953 & correcao_colete >= 45.346320346320354 & risser in {1 | 2 | 3 | 4} & cifose_toracica < 21"
11,2,1,"outer_training_saved_hyperparameters",23,4,53,"melhora",43,0.811320754716981,"correcao_colete < 54.858934169278953 & correcao_colete >= 45.346320346320354 & risser in {1 | 2 | 3 | 4} & cifose_toracica >= 21"
11,2,1,"outer_training_saved_hyperparameters",3,1,163,"melhora",147,0.901840490797546,"correcao_colete >= 54.858934169278953"
12,2,2,"outer_training_saved_hyperparameters",2,1,337,"nao_melhora",106,0.314540059347181,"correcao_colete < 49.418604651162795"
12,2,2,"outer_training_saved_hyperparameters",3,1,216,"melhora",179,0.828703703703704,"correcao_colete >= 49.418604651162795"
13,2,3,"outer_training_saved_hyperparameters",4,2,61,"nao_melhora",2,0.0327868852459016,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
13,2,3,"outer_training_saved_hyperparameters",40,5,122,"nao_melhora",21,0.172131147540984,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & cifose_toracica < 25.5 & lenke in {3 | 4 | 6}"
13,2,3,"outer_training_saved_hyperparameters",41,5,31,"melhora",18,0.580645161290323,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & cifose_toracica < 25.5 & lenke in {1 | 2 | 5}"
13,2,3,"outer_training_saved_hyperparameters",42,5,56,"nao_melhora",21,0.375,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & cifose_toracica >= 25.5 & lordose_lombar >= 53.5"
13,2,3,"outer_training_saved_hyperparameters",43,5,26,"melhora",19,0.730769230769231,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & cifose_toracica >= 25.5 & lordose_lombar < 53.5"
13,2,3,"outer_training_saved_hyperparameters",11,3,41,"melhora",27,0.658536585365854,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
13,2,3,"outer_training_saved_hyperparameters",3,1,216,"melhora",177,0.819444444444444,"correcao_colete >= 49.418604651162795"
14,2,4,"outer_training_saved_hyperparameters",4,2,63,"nao_melhora",2,0.0317460317460318,"correcao_colete < 49.418604651162795 & correcao_colete < 29.864864864864849"
14,2,4,"outer_training_saved_hyperparameters",20,4,170,"nao_melhora",44,0.258823529411765,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {0 | 2 | 3 | 4} & cifose_toracica < 30.5"
14,2,4,"outer_training_saved_hyperparameters",21,4,60,"melhora",31,0.516666666666667,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {0 | 2 | 3 | 4} & cifose_toracica >= 30.5"
14,2,4,"outer_training_saved_hyperparameters",11,3,36,"melhora",25,0.694444444444445,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {1}"
14,2,4,"outer_training_saved_hyperparameters",12,3,21,"nao_melhora",9,0.428571428571429,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc < 15.815933822922069"
14,2,4,"outer_training_saved_hyperparameters",13,3,103,"melhora",78,0.757281553398058,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc >= 15.815933822922069"
14,2,4,"outer_training_saved_hyperparameters",7,2,100,"melhora",96,0.96,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
15,2,5,"outer_training_saved_hyperparameters",4,2,59,"nao_melhora",1,0.0169491525423729,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
15,2,5,"outer_training_saved_hyperparameters",10,3,237,"nao_melhora",76,0.320675105485232,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
15,2,5,"outer_training_saved_hyperparameters",11,3,38,"melhora",25,0.657894736842105,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
15,2,5,"outer_training_saved_hyperparameters",3,1,219,"melhora",183,0.835616438356164,"correcao_colete >= 49.418604651162795"
16,2,6,"outer_training_saved_hyperparameters",4,2,55,"nao_melhora",1,0.0181818181818182,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
16,2,6,"outer_training_saved_hyperparameters",10,3,237,"nao_melhora",77,0.324894514767933,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
16,2,6,"outer_training_saved_hyperparameters",22,4,26,"nao_melhora",12,0.461538461538462,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & lordose_lombar >= 54.5"
16,2,6,"outer_training_saved_hyperparameters",23,4,15,"melhora",13,0.866666666666667,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & lordose_lombar < 54.5"
16,2,6,"outer_training_saved_hyperparameters",12,3,29,"nao_melhora",14,0.482758620689655,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc < 16.628746071987827"
16,2,6,"outer_training_saved_hyperparameters",13,3,83,"melhora",64,0.771084337349398,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc >= 16.628746071987827"
16,2,6,"outer_training_saved_hyperparameters",7,2,108,"melhora",104,0.962962962962963,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
17,2,7,"outer_training_saved_hyperparameters",4,2,59,"nao_melhora",2,0.0338983050847458,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
17,2,7,"outer_training_saved_hyperparameters",40,5,175,"nao_melhora",39,0.222857142857143,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6} & sexo in {feminino}"
17,2,7,"outer_training_saved_hyperparameters",41,5,24,"melhora",15,0.625,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6} & sexo in {masculino}"
17,2,7,"outer_training_saved_hyperparameters",42,5,8,"nao_melhora",0,0,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5} & lordose_lombar < 45"
17,2,7,"outer_training_saved_hyperparameters",43,5,32,"melhora",23,0.71875,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5} & lordose_lombar >= 45"
17,2,7,"outer_training_saved_hyperparameters",44,5,13,"nao_melhora",2,0.153846153846154,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & correcao_colete < 43.887895050685749 & lordose_lombar >= 54.5"
17,2,7,"outer_training_saved_hyperparameters",45,5,10,"melhora",8,0.8,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & correcao_colete < 43.887895050685749 & lordose_lombar < 54.5"
17,2,7,"outer_training_saved_hyperparameters",23,4,12,"melhora",12,1,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & correcao_colete >= 43.887895050685749"
17,2,7,"outer_training_saved_hyperparameters",3,1,220,"melhora",184,0.836363636363636,"correcao_colete >= 49.418604651162795"
18,2,8,"outer_training_saved_hyperparameters",4,2,59,"nao_melhora",2,0.0338983050847458,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
18,2,8,"outer_training_saved_hyperparameters",20,4,153,"nao_melhora",35,0.22875816993464,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & lordose_lombar < 70.5"
18,2,8,"outer_training_saved_hyperparameters",21,4,22,"melhora",13,0.590909090909091,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & lordose_lombar >= 70.5"
18,2,8,"outer_training_saved_hyperparameters",22,4,16,"nao_melhora",2,0.125,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 4} & cifose_toracica < 9.5"
18,2,8,"outer_training_saved_hyperparameters",23,4,87,"melhora",52,0.597701149425287,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 4} & cifose_toracica >= 9.5"
18,2,8,"outer_training_saved_hyperparameters",12,3,8,"nao_melhora",2,0.25,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {toracica_lombar}"
18,2,8,"outer_training_saved_hyperparameters",26,4,16,"nao_melhora",7,0.4375,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602"
18,2,8,"outer_training_saved_hyperparameters",27,4,91,"melhora",75,0.824175824175824,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc >= 15.839396224158602"
18,2,8,"outer_training_saved_hyperparameters",7,2,102,"melhora",98,0.96078431372549,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
19,2,9,"outer_training_saved_hyperparameters",4,2,58,"nao_melhora",2,0.0344827586206896,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
19,2,9,"outer_training_saved_hyperparameters",20,4,204,"nao_melhora",58,0.284313725490196,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6}"
19,2,9,"outer_training_saved_hyperparameters",21,4,39,"melhora",22,0.564102564102564,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
19,2,9,"outer_training_saved_hyperparameters",11,3,39,"melhora",27,0.692307692307692,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
19,2,9,"outer_training_saved_hyperparameters",12,3,20,"nao_melhora",7,0.35,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & imc < 15.839396224158602"
19,2,9,"outer_training_saved_hyperparameters",13,3,92,"melhora",69,0.75,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & imc >= 15.839396224158602"
19,2,9,"outer_training_saved_hyperparameters",7,2,103,"melhora",101,0.980582524271845,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.850311850311847"
20,2,10,"outer_training_saved_hyperparameters",4,2,115,"nao_melhora",15,0.130434782608696,"correcao_colete < 49.418604651162795 & correcao_colete < 31.643132220795898"
20,2,10,"outer_training_saved_hyperparameters",10,3,100,"nao_melhora",26,0.26,"correcao_colete < 49.418604651162795 & correcao_colete >= 31.643132220795898 & risser in {0 | 3}"
20,2,10,"outer_training_saved_hyperparameters",22,4,14,"nao_melhora",1,0.0714285714285714,"correcao_colete < 49.418604651162795 & correcao_colete >= 31.643132220795898 & risser in {1 | 2 | 4} & lordose_lombar < 40.5"
20,2,10,"outer_training_saved_hyperparameters",46,5,35,"nao_melhora",10,0.285714285714286,"correcao_colete < 49.418604651162795 & correcao_colete >= 31.643132220795898 & risser in {1 | 2 | 4} & lordose_lombar >= 40.5 & lordose_lombar >= 61.5"
20,2,10,"outer_training_saved_hyperparameters",47,5,73,"melhora",54,0.73972602739726,"correcao_colete < 49.418604651162795 & correcao_colete >= 31.643132220795898 & risser in {1 | 2 | 4} & lordose_lombar >= 40.5 & lordose_lombar < 61.5"
20,2,10,"outer_training_saved_hyperparameters",3,1,218,"melhora",180,0.825688073394495,"correcao_colete >= 49.418604651162795"
21,3,1,"outer_training_saved_hyperparameters",4,2,56,"nao_melhora",0,0,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
21,3,1,"outer_training_saved_hyperparameters",10,3,237,"nao_melhora",77,0.324894514767933,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
21,3,1,"outer_training_saved_hyperparameters",11,3,38,"melhora",26,0.68421052631579,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
21,3,1,"outer_training_saved_hyperparameters",3,1,222,"melhora",182,0.81981981981982,"correcao_colete >= 49.418604651162795"
22,3,2,"outer_training_saved_hyperparameters",4,2,61,"nao_melhora",2,0.0327868852459016,"correcao_colete < 49.418604651162795 & correcao_colete < 29.864864864864849"
22,3,2,"outer_training_saved_hyperparameters",20,4,109,"nao_melhora",23,0.211009174311927,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {0 | 3} & lenke in {2 | 3 | 4 | 6}"
22,3,2,"outer_training_saved_hyperparameters",21,4,18,"melhora",10,0.555555555555556,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {0 | 3} & lenke in {1 | 5}"
22,3,2,"outer_training_saved_hyperparameters",44,5,33,"nao_melhora",6,0.181818181818182,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {1 | 2 | 4} & lordose_lombar >= 61.5 & imc < 20.534025129198767"
22,3,2,"outer_training_saved_hyperparameters",45,5,13,"melhora",8,0.615384615384615,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {1 | 2 | 4} & lordose_lombar >= 61.5 & imc >= 20.534025129198767"
22,3,2,"outer_training_saved_hyperparameters",46,5,45,"nao_melhora",17,0.377777777777778,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {1 | 2 | 4} & lordose_lombar < 61.5 & imc < 18.501617493499317"
22,3,2,"outer_training_saved_hyperparameters",47,5,54,"melhora",38,0.703703703703704,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & risser in {1 | 2 | 4} & lordose_lombar < 61.5 & imc >= 18.501617493499317"
