"family","scope","repeat_id","outer_fold","config_id","alpha","lambda_fraction","mean_metric","sd_metric","se_metric","n_valid","n_converged","one_se_threshold","eligible_one_se","selected_one_se"
"continuous","outer",1,2,14,0.75,0.01,4.39790860670922,0.321250014286213,0.14366737394335,5,5,4.20519685065861,FALSE,FALSE
"continuous","outer",1,2,15,1,0.01,4.48522015677289,0.3383366702047,0.151308758771727,5,5,4.20519685065861,FALSE,FALSE
"continuous","outer",1,2,16,0,0.001,4.12891726925316,0.170566329317819,0.0762795814054517,5,5,4.20519685065861,TRUE,FALSE
"continuous","outer",1,2,17,0.25,0.001,4.13015679783122,0.176979974935334,0.079147850922323,5,5,4.20519685065861,TRUE,FALSE
"continuous","outer",1,2,18,0.5,0.001,4.13191310902601,0.181881499462774,0.0813398793296708,5,5,4.20519685065861,TRUE,FALSE
"continuous","outer",1,2,19,0.75,0.001,4.13401515843353,0.187491304445209,0.0838486603859189,5,0,4.20519685065861,TRUE,FALSE
"continuous","outer",1,2,20,1,0.001,4.13544412362228,0.19370655649366,0.0866282056014454,5,4,4.20519685065861,TRUE,FALSE
"logistic","outer",1,2,1,0,1,0.574183188599414,0.0168734771868093,0.00754604840129949,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,2,0.25,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,3,0.5,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,4,0.75,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,5,1,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,6,0,0.1,0.465457864110251,0.0320167050869055,0.0143183057979768,5,5,0.466576575037438,TRUE,TRUE
"logistic","outer",1,2,7,0.25,0.1,0.506278883980375,0.0309512852304625,0.0138418355532599,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,8,0.5,0.1,0.53573762554313,0.0288239908834225,0.0128904805996334,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,9,0.75,0.1,0.547372828882815,0.0245559053428396,0.0109817347191279,5,5,0.466576575037438,FALSE,FALSE
"logistic","outer",1,2,10,1,0.1,0.560737372600084,0.021070986850153,0.00942323178998925,5,5,0.466576575037438,FALSE,FALSE
