"threshold","false_positive_rate","true_positive_rate"
0.918786564396663,0.0100671140939597,0.258675078864353
0.914460076151617,0.0134228187919463,0.258675078864353
0.911621070344439,0.0134228187919463,0.264984227129338
0.909454870986102,0.0134228187919463,0.271293375394322
0.907695159472706,0.0134228187919463,0.277602523659306
0.906441740350862,0.0134228187919463,0.28391167192429
0.904645643474298,0.0134228187919463,0.290220820189274
0.904140864187078,0.0134228187919463,0.296529968454259
0.903288219275536,0.0134228187919463,0.299684542586751
0.902100084552566,0.0134228187919463,0.302839116719243
0.89650620032124,0.0134228187919463,0.305993690851735
0.893322748895839,0.0134228187919463,0.312302839116719
0.889620310135677,0.0201342281879195,0.312302839116719
0.887755022958092,0.0201342281879195,0.318611987381703
0.887264060620395,0.0201342281879195,0.321766561514196
0.882009796340546,0.0201342281879195,0.32807570977918
0.88049112573947,0.0201342281879195,0.331230283911672
0.873280630642515,0.0201342281879195,0.337539432176656
0.869368081890195,0.0201342281879195,0.34384858044164
0.868265565817201,0.0201342281879195,0.350157728706625
0.868262481497929,0.0201342281879195,0.356466876971609
0.865995630946737,0.0201342281879195,0.362776025236593
0.865232014321952,0.0201342281879195,0.369085173501577
0.862755588569277,0.0201342281879195,0.375394321766562
0.862445726300247,0.023489932885906,0.375394321766562
0.859395833939244,0.023489932885906,0.378548895899054
0.857956151985464,0.023489932885906,0.381703470031546
0.855544207051777,0.023489932885906,0.384858044164038
0.85434264105812,0.023489932885906,0.38801261829653
0.850850140026042,0.023489932885906,0.391167192429022
0.846473896302185,0.023489932885906,0.394321766561514
0.845460988660931,0.023489932885906,0.397476340694006
0.841796911011149,0.023489932885906,0.400630914826498
0.839380311343345,0.023489932885906,0.40378548895899
0.838956376038812,0.023489932885906,0.410094637223975
0.835444791257916,0.023489932885906,0.413249211356467
0.834141203593993,0.023489932885906,0.419558359621451
0.83298458259032,0.0302013422818792,0.419558359621451
0.830607871878345,0.0302013422818792,0.422712933753943
0.829995216624383,0.0302013422818792,0.429022082018927
0.828636760251981,0.0302013422818792,0.438485804416404
0.827637316127184,0.0302013422818792,0.444794952681388
0.8256838718743,0.0369127516778524,0.444794952681388
0.82506848881675,0.0369127516778524,0.451104100946372
0.825032453061934,0.0369127516778524,0.454258675078864
0.822458542599243,0.0369127516778524,0.457413249211356
0.821355702488541,0.0369127516778524,0.460567823343849
0.818639000273182,0.0369127516778524,0.463722397476341
0.817516235964283,0.0369127516778524,0.470031545741325
0.815890816934227,0.0436241610738255,0.470031545741325
0.8146440688724,0.0436241610738255,0.473186119873817
0.81011001219574,0.0469798657718121,0.473186119873817
0.804718180789976,0.0469798657718121,0.479495268138801
0.79918117809471,0.0469798657718121,0.482649842271293
0.798560710017835,0.0503355704697987,0.482649842271293
0.796157664809335,0.0503355704697987,0.488958990536278
0.790193327742954,0.0536912751677852,0.488958990536278
0.789223624240186,0.0604026845637584,0.488958990536278
0.787827515957527,0.0604026845637584,0.495268138801262
0.784355497386909,0.0604026845637584,0.501577287066246
0.773543245380817,0.0604026845637584,0.504731861198738
0.769032260758856,0.063758389261745,0.50788643533123
0.766133746603892,0.0704697986577181,0.50788643533123
0.754737447032197,0.0704697986577181,0.511041009463722
0.753763238207491,0.0704697986577181,0.517350157728707
0.75149385460711,0.0704697986577181,0.523659305993691
0.749802204225266,0.0738255033557047,0.523659305993691
0.747538891243509,0.0738255033557047,0.526813880126183
0.745353295024673,0.0738255033557047,0.529968454258675
0.741468513283805,0.0805369127516778,0.529968454258675
0.738456834820745,0.0805369127516778,0.536277602523659
0.737956476486958,0.0805369127516778,0.539432176656151
0.737199209427225,0.087248322147651,0.539432176656151
0.735270198736506,0.087248322147651,0.545741324921136
0.722242425314806,0.087248322147651,0.548895899053628
0.721041649707712,0.087248322147651,0.555205047318612
0.716118580914654,0.087248322147651,0.561514195583596
0.713341757822145,0.087248322147651,0.56782334384858
0.705523946296708,0.0939597315436242,0.56782334384858
0.702902261460136,0.0939597315436242,0.574132492113565
0.701767015328519,0.0939597315436242,0.580441640378549
